,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,RL (kOhm),Vcc
-39.70,329834.77,0.08,17.08,-27.08,,,,,,
-39.65,328742.45,0.08,17.13,-27.07,,,,,,
-39.60,327654.13,0.08,17.19,-27.06,,,,,,
-39.55,326569.79,0.08,17.25,-27.04,,,,,,
-39.50,325489.41,0.08,17.30,-27.03,,,,,,
-39.45,324412.98,0.08,17.36,-27.01,,,,,,
-39.40,323340.49,0.09,17.42,-27.00,,,,,,
-39.35,322271.91,0.09,17.47,-26.99,,,,,,
-39.30,321207.23,0.09,17.53,-26.97,,,,,,
-39.25,320146.44,0.09,17.59,-26.96,,,,,,
-39.20,319089.52,0.09,17.64,-26.94,,,,,,
-39.15,318036.45,0.09,17.70,-26.93,,,,,,
-39.10,316987.22,0.09,17.76,-26.92,,,,,,
-39.05,315941.82,0.09,17.82,-26.90,,,,,,
-39.00,314900.23,0.09,17.87,-26.89,,,,,,
-38.95,313862.43,0.09,17.93,-26.87,,,,,,
-38.90,312828.41,0.09,17.99,-26.86,,,,,,
-38.85,311798.16,0.09,18.05,-26.85,,,,,,
-38.80,310771.65,0.09,18.11,-26.83,,,,,,
-38.75,309748.88,0.09,18.17,-26.82,,,,,,
-38.70,308729.83,0.09,18.23,-26.80,,,,,,
-38.65,307714.48,0.09,18.28,-26.79,,,,,,
-38.60,306702.83,0.09,18.34,-26.77,,,,,,
-38.55,305694.85,0.09,18.40,-26.76,,,,,,
-38.50,304690.53,0.09,18.46,-26.74,,,,,,
-38.45,303689.85,0.09,18.52,-26.73,,,,,,
-38.40,302692.81,0.09,18.58,-26.72,,,,,,
-38.35,301699.39,0.09,18.64,-26.70,,,,,,
-38.30,300709.57,0.09,18.70,-26.69,,,,,,
-38.25,299723.34,0.09,18.76,-26.67,,,,,,
-38.20,298740.68,0.09,18.82,-26.66,,,,,,
-38.15,297761.58,0.09,18.88,-26.64,,,,,,
-38.10,296786.04,0.09,18.95,-26.63,,,,,,
-38.05,295814.02,0.09,19.01,-26.61,,,,,,
-38.00,294845.52,0.09,19.07,-26.60,,,,,,
-37.95,293880.53,0.09,19.13,-26.58,,,,,,
-37.90,292919.03,0.09,19.19,-26.57,,,,,,
-37.85,291961.01,0.09,19.25,-26.55,,,,,,
-37.80,291006.44,0.09,19.31,-26.54,,,,,,
-37.75,290055.33,0.09,19.38,-26.52,,,,,,
-37.70,289107.66,0.10,19.44,-26.51,,,,,,
-37.65,288163.41,0.10,19.50,-26.49,,,,,,
-37.60,287222.57,0.10,19.56,-26.48,,,,,,
-37.55,286285.12,0.10,19.63,-26.46,,,,,,
-37.50,285351.06,0.10,19.69,-26.45,,,,,,
-37.45,284420.36,0.10,19.75,-26.43,,,,,,
-37.40,283493.02,0.10,19.82,-26.42,,,,,,
-37.35,282569.03,0.10,19.88,-26.40,,,,,,
-37.30,281648.36,0.10,19.94,-26.38,,,,,,
-37.25,280731.01,0.10,20.01,-26.37,,,,,,
-37.20,279816.97,0.10,20.07,-26.35,,,,,,
-37.15,278906.21,0.10,20.14,-26.34,,,,,,
-37.10,277998.73,0.10,20.20,-26.32,,,,,,
-37.05,277094.52,0.10,20.26,-26.31,,,,,,
-37.00,276193.56,0.10,20.33,-26.29,,,,,,
-36.95,275295.84,0.10,20.39,-26.27,,,,,,
-36.90,274401.34,0.10,20.46,-26.26,,,,,,
-36.85,273510.06,0.10,20.53,-26.24,,,,,,
-36.80,272621.98,0.10,20.59,-26.23,,,,,,
-36.75,271737.09,0.10,20.66,-26.21,,,,,,
-36.70,270855.37,0.10,20.72,-26.20,,,,,,
-36.65,269976.82,0.10,20.79,-26.18,,,,,,
-36.60,269101.42,0.10,20.85,-26.16,,,,,,
-36.55,268229.16,0.10,20.92,-26.15,,,,,,
-36.50,267360.03,0.10,20.99,-26.13,,,,,,
-36.45,266494.01,0.10,21.05,-26.12,,,,,,
-36.40,265631.09,0.10,21.12,-26.10,,,,,,
-36.35,264771.27,0.10,21.19,-26.08,,,,,,
-36.30,263914.52,0.10,21.26,-26.07,,,,,,
-36.25,263060.84,0.10,21.32,-26.05,,,,,,
-36.20,262210.21,0.10,21.39,-26.03,,,,,,
-36.15,261362.62,0.10,21.46,-26.02,,,,,,
-36.10,260518.07,0.11,21.53,-26.00,,,,,,
-36.05,259676.53,0.11,21.60,-25.98,,,,,,
-36.00,258838.00,0.11,21.66,-25.97,,,,,,
-35.95,258002.47,0.11,21.73,-25.95,,,,,,
-35.90,257169.91,0.11,21.80,-25.93,,,,,,
-35.85,256340.34,0.11,21.87,-25.92,,,,,,
-35.80,255513.72,0.11,21.94,-25.90,,,,,,
-35.75,254690.05,0.11,22.01,-25.88,,,,,,
-35.70,253869.31,0.11,22.08,-25.87,,,,,,
-35.65,253051.51,0.11,22.15,-25.85,,,,,,
-35.60,252236.61,0.11,22.22,-25.83,,,,,,
-35.55,251424.62,0.11,22.29,-25.82,,,,,,
-35.50,250615.53,0.11,22.36,-25.80,,,,,,
-35.45,249809.31,0.11,22.43,-25.78,,,,,,
-35.40,249005.96,0.11,22.50,-25.77,,,,,,
-35.35,248205.47,0.11,22.57,-25.75,,,,,,
-35.30,247407.83,0.11,22.64,-25.73,,,,,,
-35.25,246613.03,0.11,22.71,-25.72,,,,,,
-35.20,245821.05,0.11,22.79,-25.70,,,,,,
-35.15,245031.88,0.11,22.86,-25.68,,,,,,
-35.10,244245.52,0.11,22.93,-25.66,,,,,,
-35.05,243461.95,0.11,23.00,-25.65,,,,,,
-35.00,242681.16,0.11,23.07,-25.63,,,,,,
-34.95,241903.14,0.11,23.15,-25.61,,,,,,
-34.90,241127.88,0.11,23.22,-25.59,,,,,,
-34.85,240355.37,0.11,23.29,-25.58,,,,,,
-34.80,239585.60,0.11,23.37,-25.56,,,,,,
-34.75,238818.56,0.11,23.44,-25.54,,,,,,
-34.70,238054.24,0.11,23.51,-25.52,,,,,,
-34.65,237292.62,0.12,23.59,-25.51,,,,,,
-34.60,236533.70,0.12,23.66,-25.49,,,,,,
-34.55,235777.46,0.12,23.73,-25.47,,,,,,
-34.50,235023.91,0.12,23.81,-25.45,,,,,,
-34.45,234273.01,0.12,23.88,-25.43,,,,,,
-34.40,233524.78,0.12,23.96,-25.42,,,,,,
-34.35,232779.18,0.12,24.03,-25.40,,,,,,
-34.30,232036.23,0.12,24.11,-25.38,,,,,,
-34.25,231295.89,0.12,24.18,-25.36,,,,,,
-34.20,230558.17,0.12,24.26,-25.34,,,,,,
-34.15,229823.06,0.12,24.33,-25.33,,,,,,
-34.10,229090.54,0.12,24.41,-25.31,,,,,,
-34.05,228360.61,0.12,24.49,-25.29,,,,,,
-34.00,227633.25,0.12,24.56,-25.27,,,,,,
-33.95,226908.45,0.12,24.64,-25.25,,,,,,
-33.90,226186.21,0.12,24.72,-25.24,,,,,,
-33.85,225466.51,0.12,24.79,-25.22,,,,,,
-33.80,224749.35,0.12,24.87,-25.20,,,,,,
-33.75,224034.71,0.12,24.95,-25.18,,,,,,
-33.70,223322.59,0.12,25.03,-25.16,,,,,,
-33.65,222612.98,0.12,25.10,-25.14,,,,,,
-33.60,221905.86,0.12,25.18,-25.12,,,,,,
-33.55,221201.23,0.12,25.26,-25.11,,,,,,
-33.50,220499.07,0.12,25.34,-25.09,,,,,,
-33.45,219799.39,0.12,25.42,-25.07,,,,,,
-33.40,219102.16,0.12,25.50,-25.05,,,,,,
-33.35,218407.38,0.12,25.57,-25.03,,,,,,
-33.30,217715.04,0.13,25.65,-25.01,,,,,,
-33.25,217025.13,0.13,25.73,-24.99,,,,,,
-33.20,216337.64,0.13,25.81,-24.97,,,,,,
-33.15,215652.56,0.13,25.89,-24.95,,,,,,
-33.10,214969.89,0.13,25.97,-24.94,,,,,,
-33.05,214289.60,0.13,26.05,-24.92,,,,,,
-33.00,213611.71,0.13,26.13,-24.90,,,,,,
-32.95,212936.18,0.13,26.21,-24.88,,,,,,
-32.90,212263.02,0.13,26.30,-24.86,,,,,,
-32.85,211592.22,0.13,26.38,-24.84,,,,,,
-32.80,210923.77,0.13,26.46,-24.82,,,,,,
-32.75,210257.65,0.13,26.54,-24.80,,,,,,
-32.70,209593.87,0.13,26.62,-24.78,,,,,,
-32.65,208932.40,0.13,26.70,-24.76,,,,,,
-32.60,208273.25,0.13,26.79,-24.74,,,,,,
-32.55,207616.40,0.13,26.87,-24.72,,,,,,
-32.50,206961.85,0.13,26.95,-24.70,,,,,,
-32.45,206309.58,0.13,27.03,-24.68,,,,,,
-32.40,205659.58,0.13,27.12,-24.66,,,,,,
-32.35,205011.86,0.13,27.20,-24.64,,,,,,
-32.30,204366.39,0.13,27.28,-24.62,,,,,,
-32.25,203723.18,0.13,27.37,-24.60,,,,,,
-32.20,203082.21,0.13,27.45,-24.58,,,,,,
-32.15,202443.47,0.13,27.54,-24.56,,,,,,
-32.10,201806.96,0.14,27.62,-24.54,,,,,,
-32.05,201172.66,0.14,27.71,-24.52,,,,,,
-32.00,200540.58,0.14,27.79,-24.50,,,,,,
